request_id,department,planning_type,preferred_day,corridor_id,subsection_id,work_area_id,from_station,to_station,asset_id,asset_type,maintenance_type,issue,severity,criticality,urgency,overdue_days,estimated_duration_hours,safety_risk,operational_impact,request_status,planning_cycle,request_source,deadline_day,controller_status,approval_required
REQ-00291,Traction,NORMAL,Sunday,C02,C02-S04,C02-WA04,ST02,ST03,TRA-00455,Pantograph Interface,Traction Equipment Inspection,Insulator condition issue,3,74,MEDIUM,7,2.0,45,50,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00292,Traction,NORMAL,Wednesday,C02,C02-S04,C02-WA04,ST02,ST03,TRA-00435,Catenary,Isolator Maintenance,Contact wire wear,5,58,MEDIUM,7,3.0,53,48,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00293,Traction,NORMAL,Sunday,C04,C04-S01,C04-WA01,ST04,ST05,TRA-00406,Pantograph Interface,Catenary Inspection,Contact wire wear,4,59,NORMAL,1,4.0,74,62,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00294,Traction,URGENT,Monday,C03,C03-S02,C03-WA02,ST03,ST04,TRA-00387,Traction Mast,OHE Inspection,Contact wire wear,1,39,HIGH,10,1.0,10,58,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00295,Traction,NORMAL,Tuesday,C03,C03-S02,C03-WA02,ST03,ST04,TRA-00413,Traction Mast,OHE Inspection,Traction mast defect,4,50,LOW,14,4.0,21,66,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00296,Traction,NORMAL,Wednesday,C02,C02-S01,C02-WA01,ST02,ST03,TRA-00475,Pantograph Interface,Traction Equipment Inspection,Insulator condition issue,3,90,MEDIUM,0,3.0,58,51,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00297,Traction,NORMAL,Thursday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00392,Catenary,OHE Maintenance,Insulator condition issue,3,87,NORMAL,0,1.0,87,93,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00298,Traction,NORMAL,Sunday,C02,C02-S01,C02-WA01,ST02,ST03,TRA-00389,OHE,OHE Inspection,Contact wire wear,4,100,LOW,7,4.0,45,57,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00299,Traction,EMERGENCY,Saturday,C03,C03-S03,C03-WA03,ST03,ST04,TRA-00451,Pantograph Interface,Catenary Inspection,Catenary alignment issue,4,62,IMMEDIATE,1,2.0,36,87,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00300,Traction,NORMAL,Sunday,C01,C01-S04,C01-WA04,ST01,ST02,TRA-00475,Traction Mast,OHE Maintenance,Insulator condition issue,2,65,NORMAL,2,1.5,51,81,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00301,Traction,NORMAL,Thursday,C03,C03-S02,C03-WA02,ST03,ST04,TRA-00477,Catenary,Catenary Inspection,Traction mast defect,2,41,MEDIUM,1,4.0,41,55,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00302,Traction,URGENT,Wednesday,C01,C01-S03,C01-WA03,ST01,ST02,TRA-00458,Catenary,OHE Inspection,Insulator condition issue,3,56,HIGH,0,1.0,24,47,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00303,Traction,URGENT,Tuesday,C03,C03-S01,C03-WA01,ST03,ST04,TRA-00446,Catenary,OHE Inspection,OHE fitting deterioration,2,84,HIGH,0,1.0,62,20,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00304,Traction,NORMAL,Wednesday,C03,C03-S04,C03-WA04,ST03,ST04,TRA-00519,Catenary,Traction Equipment Inspection,OHE fitting deterioration,3,61,LOW,0,3.0,45,48,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00305,Traction,NORMAL,Saturday,C04,C04-S03,C04-WA03,ST04,ST05,TRA-00396,Traction Mast,OHE Inspection,Catenary alignment issue,3,53,LOW,3,1.0,58,74,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00306,Traction,NORMAL,Friday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00469,Pantograph Interface,Traction Equipment Inspection,OHE fitting deterioration,2,87,MEDIUM,7,3.0,79,62,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00307,Traction,NORMAL,Thursday,C02,C02-S04,C02-WA04,ST02,ST03,TRA-00522,Catenary,OHE Maintenance,Insulator condition issue,3,24,MEDIUM,0,3.0,58,66,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00308,Traction,URGENT,Tuesday,C01,C01-S02,C01-WA02,ST01,ST02,TRA-00362,Isolator,OHE Inspection,Insulator condition issue,2,30,HIGH,0,3.0,50,54,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00309,Traction,NORMAL,Tuesday,C02,C02-S01,C02-WA01,ST02,ST03,TRA-00436,Traction Mast,Traction Equipment Inspection,Catenary alignment issue,4,54,LOW,10,2.0,54,44,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00310,Traction,NORMAL,Wednesday,C02,C02-S01,C02-WA01,ST02,ST03,TRA-00454,Catenary,OHE Inspection,OHE fitting deterioration,3,43,MEDIUM,7,2.5,10,75,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00311,Traction,URGENT,Monday,C04,C04-S03,C04-WA03,ST04,ST05,TRA-00497,Pantograph Interface,Traction Equipment Inspection,Insulator condition issue,4,34,HIGH,7,1.0,10,43,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00312,Traction,NORMAL,Tuesday,C01,C01-S01,C01-WA01,ST01,ST02,TRA-00371,Pantograph Interface,Traction Equipment Inspection,Catenary alignment issue,3,53,NORMAL,0,2.5,30,38,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00313,Traction,NORMAL,Friday,C04,C04-S01,C04-WA01,ST04,ST05,TRA-00374,OHE,Traction Equipment Inspection,Insulator condition issue,3,98,MEDIUM,7,1.5,56,83,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00314,Traction,NORMAL,Sunday,C04,C04-S04,C04-WA04,ST04,ST05,TRA-00404,OHE,Traction Equipment Inspection,Catenary alignment issue,2,36,MEDIUM,0,4.0,23,87,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00315,Traction,NORMAL,Thursday,C01,C01-S04,C01-WA04,ST01,ST02,TRA-00456,Traction Mast,Catenary Inspection,Traction mast defect,5,56,NORMAL,0,2.5,46,68,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00316,Traction,EMERGENCY,Wednesday,C04,C04-S01,C04-WA01,ST04,ST05,TRA-00528,OHE,Catenary Inspection,Catenary alignment issue,3,73,IMMEDIATE,0,1.5,34,46,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00317,Traction,NORMAL,Wednesday,C02,C02-S04,C02-WA04,ST02,ST03,TRA-00378,Traction Mast,Isolator Maintenance,Catenary alignment issue,2,64,NORMAL,3,4.0,43,49,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00318,Traction,NORMAL,Monday,C04,C04-S03,C04-WA03,ST04,ST05,TRA-00438,Pantograph Interface,Catenary Inspection,Contact wire wear,2,45,LOW,2,3.0,27,63,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00319,Traction,NORMAL,Monday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00369,Catenary,OHE Inspection,Catenary alignment issue,1,64,NORMAL,0,1.5,27,10,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00320,Traction,NORMAL,Monday,C02,C02-S01,C02-WA01,ST02,ST03,TRA-00426,Catenary,OHE Inspection,Insulator condition issue,2,10,NORMAL,0,3.0,18,39,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00321,Traction,NORMAL,Wednesday,C03,C03-S01,C03-WA01,ST03,ST04,TRA-00413,OHE,Isolator Maintenance,OHE fitting deterioration,5,78,MEDIUM,0,2.0,46,90,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00322,Traction,NORMAL,Tuesday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00463,Catenary,OHE Inspection,Contact wire wear,3,75,LOW,7,2.5,30,58,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00323,Traction,NORMAL,Monday,C02,C02-S04,C02-WA04,ST02,ST03,TRA-00388,Isolator,Traction Equipment Inspection,Catenary alignment issue,3,38,MEDIUM,0,1.5,20,70,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00324,Traction,NORMAL,Tuesday,C01,C01-S03,C01-WA03,ST01,ST02,TRA-00433,Traction Mast,Catenary Inspection,Traction mast defect,2,69,MEDIUM,7,1.5,18,68,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00325,Traction,NORMAL,Sunday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00503,OHE,Isolator Maintenance,Traction mast defect,3,57,NORMAL,10,1.0,35,29,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00326,Traction,URGENT,Saturday,C03,C03-S01,C03-WA01,ST03,ST04,TRA-00386,Isolator,OHE Maintenance,Insulator condition issue,4,65,HIGH,1,1.0,81,73,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00327,Traction,NORMAL,Monday,C01,C01-S04,C01-WA04,ST01,ST02,TRA-00384,Pantograph Interface,Isolator Maintenance,OHE fitting deterioration,2,64,MEDIUM,0,4.0,60,60,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00328,Traction,NORMAL,Wednesday,C02,C02-S04,C02-WA04,ST02,ST03,TRA-00517,Catenary,Isolator Maintenance,OHE fitting deterioration,4,48,MEDIUM,10,2.0,36,70,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00329,Traction,URGENT,Tuesday,C01,C01-S03,C01-WA03,ST01,ST02,TRA-00535,OHE,OHE Maintenance,Traction mast defect,3,68,HIGH,7,4.0,61,46,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00330,Traction,NORMAL,Tuesday,C04,C04-S03,C04-WA03,ST04,ST05,TRA-00470,Pantograph Interface,OHE Maintenance,Contact wire wear,2,42,MEDIUM,7,3.0,13,61,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00331,Traction,NORMAL,Thursday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00434,Isolator,OHE Inspection,Contact wire wear,2,91,LOW,3,1.5,53,75,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00332,Traction,URGENT,Monday,C01,C01-S04,C01-WA04,ST01,ST02,TRA-00479,Pantograph Interface,Catenary Inspection,Catenary alignment issue,3,56,HIGH,0,4.0,32,54,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00333,Traction,NORMAL,Thursday,C04,C04-S01,C04-WA01,ST04,ST05,TRA-00508,Isolator,OHE Inspection,Contact wire wear,5,37,NORMAL,1,2.5,22,85,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00334,Traction,NORMAL,Thursday,C03,C03-S04,C03-WA04,ST03,ST04,TRA-00529,OHE,OHE Maintenance,Insulator condition issue,4,48,MEDIUM,0,2.5,40,100,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00335,Traction,NORMAL,Thursday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00423,OHE,OHE Inspection,Insulator condition issue,1,33,MEDIUM,0,1.5,32,67,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00336,Traction,EMERGENCY,Saturday,C03,C03-S01,C03-WA01,ST03,ST04,TRA-00460,Traction Mast,Traction Equipment Inspection,Catenary alignment issue,2,57,IMMEDIATE,7,2.0,21,71,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00337,Traction,URGENT,Saturday,C02,C02-S02,C02-WA02,ST02,ST03,TRA-00511,Pantograph Interface,OHE Inspection,Catenary alignment issue,2,63,HIGH,14,3.0,38,36,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00338,Traction,NORMAL,Friday,C02,C02-S02,C02-WA02,ST02,ST03,TRA-00473,Traction Mast,Catenary Inspection,Insulator condition issue,5,63,NORMAL,14,2.0,31,42,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00339,Traction,NORMAL,Monday,C02,C02-S01,C02-WA01,ST02,ST03,TRA-00472,Catenary,OHE Maintenance,Traction mast defect,3,47,MEDIUM,14,2.0,61,76,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00340,Traction,NORMAL,Thursday,C01,C01-S03,C01-WA03,ST01,ST02,TRA-00377,Catenary,Traction Equipment Inspection,Catenary alignment issue,2,90,MEDIUM,0,2.0,61,73,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00341,Traction,NORMAL,Friday,C01,C01-S03,C01-WA03,ST01,ST02,TRA-00425,Pantograph Interface,Traction Equipment Inspection,Insulator condition issue,3,74,NORMAL,0,2.0,63,38,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00342,Traction,URGENT,Friday,C02,C02-S02,C02-WA02,ST02,ST03,TRA-00419,Catenary,Traction Equipment Inspection,Traction mast defect,3,58,HIGH,0,1.5,55,45,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00343,Traction,URGENT,Tuesday,C02,C02-S02,C02-WA02,ST02,ST03,TRA-00453,Isolator,OHE Maintenance,Contact wire wear,5,70,HIGH,2,3.0,67,17,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00344,Traction,URGENT,Thursday,C04,C04-S01,C04-WA01,ST04,ST05,TRA-00429,Pantograph Interface,Catenary Inspection,Insulator condition issue,3,52,HIGH,0,2.0,24,57,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00345,Traction,URGENT,Thursday,C03,C03-S03,C03-WA03,ST03,ST04,TRA-00428,Traction Mast,Catenary Inspection,Traction mast defect,4,53,HIGH,3,2.0,13,76,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00346,Traction,NORMAL,Monday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00372,OHE,Catenary Inspection,Contact wire wear,1,77,LOW,0,2.5,42,39,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00347,Traction,URGENT,Saturday,C02,C02-S02,C02-WA02,ST02,ST03,TRA-00457,Catenary,Traction Equipment Inspection,OHE fitting deterioration,3,71,HIGH,0,2.0,77,41,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00348,Traction,NORMAL,Monday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00468,Isolator,Catenary Inspection,OHE fitting deterioration,4,90,NORMAL,0,1.0,34,45,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00349,Traction,NORMAL,Thursday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00438,OHE,Catenary Inspection,Catenary alignment issue,2,69,MEDIUM,0,2.5,62,84,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00350,Traction,NORMAL,Saturday,C02,C02-S01,C02-WA01,ST02,ST03,TRA-00406,Traction Mast,OHE Inspection,OHE fitting deterioration,2,79,MEDIUM,2,4.0,43,56,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00351,Traction,NORMAL,Monday,C04,C04-S04,C04-WA04,ST04,ST05,TRA-00386,Pantograph Interface,Isolator Maintenance,Insulator condition issue,1,36,NORMAL,2,2.5,38,40,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00352,Traction,NORMAL,Tuesday,C02,C02-S01,C02-WA01,ST02,ST03,TRA-00485,Isolator,Catenary Inspection,OHE fitting deterioration,3,55,NORMAL,1,1.0,20,38,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00353,Traction,NORMAL,Saturday,C01,C01-S01,C01-WA01,ST01,ST02,TRA-00381,OHE,OHE Inspection,OHE fitting deterioration,3,80,NORMAL,1,1.0,48,100,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00354,Traction,EMERGENCY,Wednesday,C02,C02-S02,C02-WA02,ST02,ST03,TRA-00468,Catenary,OHE Maintenance,Insulator condition issue,4,29,IMMEDIATE,3,1.5,10,60,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00355,Traction,NORMAL,Wednesday,C03,C03-S01,C03-WA01,ST03,ST04,TRA-00437,OHE,Catenary Inspection,Traction mast defect,1,100,NORMAL,0,2.0,90,58,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00356,Traction,EMERGENCY,Saturday,C03,C03-S04,C03-WA04,ST03,ST04,TRA-00399,OHE,OHE Maintenance,Traction mast defect,4,53,IMMEDIATE,2,1.0,44,83,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00357,Traction,NORMAL,Wednesday,C02,C02-S02,C02-WA02,ST02,ST03,TRA-00402,Pantograph Interface,OHE Maintenance,OHE fitting deterioration,3,72,NORMAL,2,1.5,46,43,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00358,Traction,URGENT,Tuesday,C01,C01-S04,C01-WA04,ST01,ST02,TRA-00527,Traction Mast,Isolator Maintenance,Contact wire wear,3,26,HIGH,1,3.0,21,91,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00359,Traction,NORMAL,Tuesday,C03,C03-S01,C03-WA01,ST03,ST04,TRA-00414,Isolator,Traction Equipment Inspection,OHE fitting deterioration,5,70,NORMAL,2,4.0,49,90,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00360,Traction,EMERGENCY,Tuesday,C03,C03-S02,C03-WA02,ST03,ST04,TRA-00380,Traction Mast,Traction Equipment Inspection,Catenary alignment issue,4,50,IMMEDIATE,0,2.0,49,31,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00361,Traction,URGENT,Thursday,C01,C01-S01,C01-WA01,ST01,ST02,TRA-00459,Catenary,Isolator Maintenance,Traction mast defect,5,52,HIGH,1,1.5,35,57,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00362,Traction,NORMAL,Friday,C03,C03-S01,C03-WA01,ST03,ST04,TRA-00513,Catenary,OHE Maintenance,Catenary alignment issue,4,24,LOW,7,4.0,10,72,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00363,Traction,NORMAL,Sunday,C04,C04-S01,C04-WA01,ST04,ST05,TRA-00518,Traction Mast,Isolator Maintenance,Traction mast defect,3,67,NORMAL,3,3.0,69,63,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00364,Traction,NORMAL,Tuesday,C02,C02-S04,C02-WA04,ST02,ST03,TRA-00467,Traction Mast,Catenary Inspection,Contact wire wear,3,73,MEDIUM,0,3.0,75,78,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00365,Traction,NORMAL,Friday,C03,C03-S04,C03-WA04,ST03,ST04,TRA-00495,OHE,Traction Equipment Inspection,Insulator condition issue,2,90,LOW,1,3.0,86,77,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00366,Traction,NORMAL,Monday,C01,C01-S03,C01-WA03,ST01,ST02,TRA-00509,Pantograph Interface,Isolator Maintenance,Contact wire wear,5,74,MEDIUM,0,3.0,46,43,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00367,Traction,NORMAL,Monday,C04,C04-S03,C04-WA03,ST04,ST05,TRA-00480,Traction Mast,OHE Inspection,OHE fitting deterioration,2,43,NORMAL,1,2.5,20,85,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00368,Traction,NORMAL,Sunday,C01,C01-S01,C01-WA01,ST01,ST02,TRA-00382,Traction Mast,OHE Inspection,Contact wire wear,3,81,NORMAL,0,3.0,63,25,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00369,Traction,NORMAL,Monday,C02,C02-S03,C02-WA03,ST02,ST03,TRA-00379,OHE,Catenary Inspection,Contact wire wear,3,100,MEDIUM,0,2.0,78,65,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00370,Traction,NORMAL,Thursday,C01,C01-S02,C01-WA02,ST01,ST02,TRA-00504,Isolator,Catenary Inspection,Insulator condition issue,5,77,MEDIUM,7,2.5,24,57,PENDING,NEXT_7_DAYS,TRACTION,Tuesday,PENDING_REVIEW,True
REQ-00371,Traction,URGENT,Tuesday,C01,C01-S03,C01-WA03,ST01,ST02,TRA-00378,Pantograph Interface,Traction Equipment Inspection,Traction mast defect,3,79,HIGH,3,1.0,86,33,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00372,Traction,NORMAL,Friday,C03,C03-S04,C03-WA04,ST03,ST04,TRA-00377,Traction Mast,Catenary Inspection,Contact wire wear,2,81,NORMAL,10,1.0,80,32,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00373,Traction,NORMAL,Thursday,C03,C03-S03,C03-WA03,ST03,ST04,TRA-00527,Isolator,OHE Inspection,OHE fitting deterioration,3,47,NORMAL,0,1.0,44,40,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00374,Traction,NORMAL,Tuesday,C04,C04-S01,C04-WA01,ST04,ST05,TRA-00380,Isolator,OHE Maintenance,OHE fitting deterioration,2,35,NORMAL,0,1.0,11,21,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00375,Traction,NORMAL,Tuesday,C04,C04-S01,C04-WA01,ST04,ST05,TRA-00521,Pantograph Interface,Isolator Maintenance,Catenary alignment issue,2,73,NORMAL,1,2.5,70,10,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00376,Traction,NORMAL,Wednesday,C02,C02-S02,C02-WA02,ST02,ST03,TRA-00495,Traction Mast,Catenary Inspection,OHE fitting deterioration,3,68,MEDIUM,0,3.0,42,37,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00377,Traction,NORMAL,Wednesday,C03,C03-S01,C03-WA01,ST03,ST04,TRA-00394,Traction Mast,Isolator Maintenance,Contact wire wear,2,46,NORMAL,1,2.0,61,70,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00378,Traction,NORMAL,Saturday,C01,C01-S02,C01-WA02,ST01,ST02,TRA-00533,Traction Mast,Catenary Inspection,Contact wire wear,5,77,MEDIUM,1,4.0,43,36,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00379,Traction,NORMAL,Saturday,C01,C01-S03,C01-WA03,ST01,ST02,TRA-00520,Pantograph Interface,Catenary Inspection,Traction mast defect,2,60,LOW,0,2.0,38,47,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
REQ-00380,Traction,NORMAL,Tuesday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00494,Isolator,Traction Equipment Inspection,Traction mast defect,5,41,MEDIUM,0,2.0,17,58,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00381,Traction,NORMAL,Sunday,C01,C01-S01,C01-WA01,ST01,ST02,TRA-00462,Traction Mast,OHE Maintenance,OHE fitting deterioration,2,65,LOW,0,3.0,53,29,PENDING,NEXT_7_DAYS,TRACTION,Thursday,PENDING_REVIEW,True
REQ-00382,Traction,URGENT,Thursday,C02,C02-S04,C02-WA04,ST02,ST03,TRA-00438,Traction Mast,OHE Inspection,Insulator condition issue,3,59,HIGH,2,4.0,51,72,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00383,Traction,NORMAL,Thursday,C02,C02-S04,C02-WA04,ST02,ST03,TRA-00378,Isolator,OHE Maintenance,OHE fitting deterioration,3,28,NORMAL,1,2.0,10,36,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00384,Traction,NORMAL,Monday,C03,C03-S02,C03-WA02,ST03,ST04,TRA-00472,Pantograph Interface,Catenary Inspection,OHE fitting deterioration,4,72,MEDIUM,1,2.0,64,80,PENDING,NEXT_7_DAYS,TRACTION,Friday,PENDING_REVIEW,True
REQ-00385,Traction,NORMAL,Saturday,C01,C01-S01,C01-WA01,ST01,ST02,TRA-00449,Traction Mast,Catenary Inspection,Insulator condition issue,3,45,NORMAL,3,3.0,22,54,PENDING,NEXT_7_DAYS,TRACTION,Monday,PENDING_REVIEW,True
REQ-00386,Traction,NORMAL,Wednesday,C03,C03-S04,C03-WA04,ST03,ST04,TRA-00401,OHE,OHE Inspection,Insulator condition issue,4,26,LOW,0,2.5,21,86,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00387,Traction,NORMAL,Tuesday,C04,C04-S02,C04-WA02,ST04,ST05,TRA-00483,OHE,OHE Maintenance,Catenary alignment issue,5,72,NORMAL,0,2.0,87,62,PENDING,NEXT_7_DAYS,TRACTION,Sunday,PENDING_REVIEW,True
REQ-00388,Traction,NORMAL,Tuesday,C04,C04-S04,C04-WA04,ST04,ST05,TRA-00445,Isolator,Isolator Maintenance,Insulator condition issue,5,49,MEDIUM,0,3.0,27,32,PENDING,NEXT_7_DAYS,TRACTION,Saturday,PENDING_REVIEW,True
REQ-00389,Traction,EMERGENCY,Wednesday,C02,C02-S03,C02-WA03,ST02,ST03,TRA-00441,Isolator,Catenary Inspection,Catenary alignment issue,2,67,IMMEDIATE,0,2.5,67,66,PENDING,NEXT_7_DAYS,TRACTION,Wednesday,PENDING_REVIEW,True
