task_id,asset_id,department,asset_type,defect_type,maintenance_type,severity,criticality,overdue_days,estimated_duration_hours,safety_risk,operational_impact,corridor_id,deadline,priority_score,priority_class
M-008888,TR-0115,Traction,OHE,Isolator Defect,Corrective,2,49,7,1.0,54,36,C04,2026-08-26,44.15,Medium
M-008889,S&-0019,S&T,Interlocking,Signal Failure,Preventive,4,66,0,4.0,62,64,C20,2026-08-28,57.8,Medium
M-008890,TR-0112,Traction,Isolator,OHE Wear,Corrective,4,47,23,4.0,67,47,C02,2026-08-25,65.55,High
M-008891,S&-0065,S&T,Signal,Interlocking Fault,Preventive,2,51,15,3.0,30,41,C07,2026-08-27,46.7,Medium
M-008892,S&-0045,S&T,Track Circuit,Interlocking Fault,Preventive,2,77,12,3.0,31,48,C19,2026-08-30,53.5,Medium
M-008893,S&-0087,S&T,Point Machine,Track Circuit Fault,Preventive,3,62,5,3.0,55,48,C15,2026-08-27,52.55,Medium
M-008894,EN-0148,Engineering,Track,Sleeper Defect,Overdue,4,80,0,1.5,67,72,C06,2026-08-26,64.2,High
M-008895,TR-0080,Traction,Isolator,Isolator Defect,Preventive,4,70,14,3.0,72,62,C10,2026-08-25,71.2,High
M-008896,EN-0150,Engineering,Ballast,Track Geometry Deviation,Preventive,3,41,0,1.5,56,33,C09,2026-08-29,40.45,Medium
M-008897,EN-0001,Engineering,Sleeper,Rail Crack,Inspection,2,75,9,1.5,43,55,C12,2026-08-28,54.1,Medium
M-008898,TR-0107,Traction,Insulator,Feeder Inspection Overdue,Preventive,2,81,1,3.0,32,61,C16,2026-08-31,48.6,Medium
M-008899,S&-0110,S&T,Interlocking,Interlocking Fault,Inspection,5,51,8,1.0,93,68,C19,2026-08-26,70.1,High
M-008900,S&-0133,S&T,Point Machine,Signal Failure,Overdue,4,80,12,1.0,71,62,C13,2026-08-27,72.5,High
M-008901,EN-0129,Engineering,Rail,Ballast Defect,Inspection,3,81,0,0.5,52,67,C09,2026-08-27,56.75,Medium
M-008902,EN-0157,Engineering,Ballast,Sleeper Defect,Corrective,2,53,7,1.5,25,50,C04,2026-08-31,41.65,Medium
M-008903,TR-0064,Traction,Insulator,OHE Wear,Inspection,4,73,20,1.5,84,70,C19,2026-08-25,80.2,Critical
M-008904,S&-0112,S&T,Track Circuit,Point Machine Degradation,Overdue,4,32,4,1.5,75,48,C13,2026-08-29,50.8,Medium
M-008905,TR-0026,Traction,Insulator,Insulator Defect,Preventive,3,45,10,1.5,65,33,C18,2026-08-27,50.95,Medium
M-008906,S&-0026,S&T,Interlocking,Interlocking Fault,Overdue,2,32,13,0.5,46,21,C04,2026-08-29,39.7,Low
M-008907,S&-0003,S&T,Track Circuit,Point Machine Degradation,Inspection,5,51,1,0.5,80,48,C20,2026-08-26,59.25,Medium
M-008908,S&-0015,S&T,Interlocking,Point Machine Degradation,Preventive,1,55,19,1.5,18,44,C04,2026-08-28,44.95,Medium
M-008909,TR-0125,Traction,OHE,Isolator Defect,Preventive,2,19,0,4.0,45,18,C07,2026-08-26,25.4,Low
M-008910,TR-0087,Traction,Isolator,Isolator Defect,Corrective,4,84,0,4.0,69,80,C16,2026-08-27,67.0,High
M-008911,S&-0063,S&T,Track Circuit,Signal Failure,Preventive,1,75,5,1.5,17,44,C11,2026-08-27,40.25,Medium
M-008912,EN-0001,Engineering,Sleeper,Rail Wear,Corrective,5,57,10,1.5,84,71,C12,2026-08-26,72.05,High
M-008913,EN-0015,Engineering,Track,Rail Wear,Corrective,4,80,13,1.5,59,69,C15,2026-08-31,71.9,High
M-008914,EN-0149,Engineering,Sleeper,Rail Crack,Corrective,1,61,25,1.5,19,43,C13,2026-08-31,47.55,Medium
M-008915,S&-0105,S&T,Interlocking,Track Circuit Fault,Preventive,5,86,23,3.0,83,69,C07,2026-08-27,87.75,Critical
M-008916,S&-0106,S&T,Interlocking,Signal Failure,Inspection,5,70,17,0.5,82,48,C03,2026-08-29,77.35,High
M-008917,TR-0085,Traction,Insulator,OHE Wear,Corrective,3,50,9,0.5,48,54,C10,2026-08-31,51.45,Medium
M-008918,S&-0133,S&T,Point Machine,Interlocking Fault,Overdue,3,68,8,1.5,36,64,C13,2026-08-27,55.2,Medium
M-008919,TR-0004,Traction,Isolator,OHE Wear,Corrective,1,66,9,0.5,20,41,C17,2026-08-27,40.7,Medium
M-008920,EN-0021,Engineering,Ballast,Track Geometry Deviation,Corrective,3,67,5,0.5,54,50,C08,2026-08-27,54.15,Medium
M-008921,TR-0068,Traction,OHE,Feeder Inspection Overdue,Preventive,2,43,16,3.0,40,45,C16,2026-08-28,47.65,Medium
M-008922,EN-0094,Engineering,Ballast,Track Geometry Deviation,Corrective,4,58,10,0.5,77,63,C19,2026-08-25,65.75,High
M-008923,S&-0017,S&T,Signal,Interlocking Fault,Preventive,3,99,8,0.5,40,85,C14,2026-08-29,68.45,High
M-008924,EN-0132,Engineering,Rail,Rail Crack,Inspection,5,67,8,1.5,100,75,C16,2026-08-27,77.35,High
M-008925,S&-0028,S&T,Track Circuit,Interlocking Fault,Preventive,3,85,8,4.0,56,80,C02,2026-08-29,66.7,High
M-008926,EN-0032,Engineering,Sleeper,Ballast Defect,Overdue,2,77,12,1.5,29,39,C13,2026-08-31,51.75,Medium
M-008927,EN-0177,Engineering,Track,Track Geometry Deviation,Overdue,3,61,5,1.5,45,55,C04,2026-08-29,51.3,Medium
M-008928,TR-0048,Traction,Insulator,Feeder Inspection Overdue,Corrective,1,73,11,2.0,6,67,C17,2026-08-31,45.4,Medium
M-008929,TR-0089,Traction,Insulator,OHE Wear,Preventive,5,86,15,1.5,88,79,C19,2026-08-28,86.5,Critical
M-008930,EN-0129,Engineering,Rail,Rail Wear,Preventive,5,75,17,1.5,98,65,C09,2026-08-30,84.6,Critical
M-008931,S&-0029,S&T,Interlocking,Signal Failure,Preventive,5,70,1,1.5,100,45,C08,2026-08-25,68.5,High
M-008932,TR-0040,Traction,Insulator,Feeder Inspection Overdue,Overdue,2,43,7,1.5,36,41,C11,2026-08-29,39.5,Low
M-008933,S&-0017,S&T,Signal,Signal Failure,Corrective,4,87,17,4.0,85,82,C14,2026-08-26,84.15,Critical
M-008934,S&-0137,S&T,Interlocking,Signal Failure,Corrective,4,71,2,2.0,75,57,C15,2026-08-27,62.35,High
M-008935,TR-0068,Traction,OHE,OHE Wear,Overdue,4,54,11,2.0,74,62,C16,2026-08-25,64.55,High
M-008936,S&-0019,S&T,Interlocking,Interlocking Fault,Preventive,5,49,5,2.0,100,68,C20,2026-08-25,68.65,High
M-008937,EN-0077,Engineering,Ballast,Track Geometry Deviation,Inspection,1,62,9,2.0,1,47,C16,2026-08-31,36.6,Low
M-008938,TR-0125,Traction,OHE,Feeder Inspection Overdue,Preventive,5,33,9,1.5,88,56,C07,2026-08-29,62.65,High
M-008939,EN-0078,Engineering,Track,Ballast Defect,Corrective,2,48,5,1.5,50,24,C06,2026-08-25,39.75,Low
M-008940,EN-0124,Engineering,Rail,Rail Wear,Inspection,3,87,4,0.5,54,67,C11,2026-08-31,61.95,High
M-008941,EN-0049,Engineering,Track,Rail Crack,Overdue,2,70,15,0.5,20,53,C15,2026-08-30,52.2,Medium
M-008942,EN-0121,Engineering,Sleeper,Rail Crack,Corrective,2,16,0,1.5,39,19,C04,2026-08-26,23.45,Low
M-008943,TR-0071,Traction,OHE,Feeder Inspection Overdue,Overdue,4,45,15,3.0,83,46,C10,2026-08-28,64.25,High
M-008944,S&-0136,S&T,Interlocking,Interlocking Fault,Preventive,4,65,0,1.5,70,69,C18,2026-08-25,59.85,Medium
M-008945,EN-0096,Engineering,Rail,Track Geometry Deviation,Overdue,2,39,17,1.5,37,28,C16,2026-08-31,44.05,Medium
M-008946,TR-0014,Traction,OHE,Isolator Defect,Inspection,1,74,18,4.0,12,40,C10,2026-08-26,48.1,Medium
M-008947,EN-0179,Engineering,Sleeper,Rail Wear,Overdue,3,74,13,3.0,33,63,C14,2026-08-30,60.0,Medium
M-008948,TR-0100,Traction,Isolator,OHE Wear,Preventive,3,66,11,3.0,61,53,C09,2026-08-29,60.2,High
M-008949,S&-0044,S&T,Signal,Interlocking Fault,Overdue,1,61,7,2.0,29,23,C02,2026-08-25,36.8,Low
M-008950,TR-0034,Traction,OHE,Insulator Defect,Overdue,3,42,7,0.5,51,46,C05,2026-08-26,46.95,Medium
M-008951,EN-0122,Engineering,Rail,Sleeper Defect,Preventive,1,85,11,1.0,1,60,C15,2026-08-31,46.95,Medium
M-008952,EN-0125,Engineering,Ballast,Rail Wear,Overdue,4,80,4,3.0,78,78,C02,2026-08-29,70.3,High
M-008953,S&-0032,S&T,Point Machine,Interlocking Fault,Corrective,5,60,16,0.5,88,71,C08,2026-08-28,78.25,High
M-008954,EN-0097,Engineering,Track,Rail Wear,Inspection,5,65,0,3.0,88,56,C15,2026-08-27,65.5,High
M-008955,EN-0162,Engineering,Rail,Track Geometry Deviation,Corrective,1,89,13,3.0,8,61,C15,2026-08-30,51.2,Medium
M-008956,EN-0072,Engineering,Ballast,Rail Crack,Preventive,2,72,21,0.5,40,49,C08,2026-08-29,59.95,Medium
M-008957,TR-0005,Traction,Isolator,Feeder Inspection Overdue,Overdue,2,22,5,3.0,30,25,C03,2026-08-25,28.1,Low
M-008958,EN-0128,Engineering,Rail,Rail Crack,Inspection,1,80,2,2.0,11,50,C01,2026-08-25,39.2,Low
M-008959,EN-0118,Engineering,Sleeper,Rail Wear,Corrective,3,77,0,0.5,48,56,C01,2026-08-30,53.1,Medium
M-008960,EN-0155,Engineering,Track,Sleeper Defect,Corrective,3,48,9,0.5,37,40,C19,2026-08-26,46.55,Medium
M-008961,EN-0090,Engineering,Ballast,Rail Crack,Inspection,4,63,0,3.0,57,66,C17,2026-08-28,56.2,Medium
M-008962,S&-0112,S&T,Track Circuit,Track Circuit Fault,Inspection,1,36,13,1.0,23,39,C13,2026-08-25,35.0,Low
M-008963,S&-0111,S&T,Track Circuit,Point Machine Degradation,Inspection,3,32,13,1.0,62,39,C11,2026-08-28,49.6,Medium
M-008964,TR-0087,Traction,Isolator,OHE Wear,Overdue,4,85,8,1.0,82,69,C16,2026-08-25,74.25,High
M-008965,TR-0066,Traction,OHE,Feeder Inspection Overdue,Inspection,5,38,3,1.5,90,50,C09,2026-08-30,59.15,Medium
M-008966,S&-0053,S&T,Interlocking,Signal Failure,Inspection,2,92,0,1.0,35,64,C06,2026-08-30,52.2,Medium
M-008967,S&-0077,S&T,Track Circuit,Interlocking Fault,Preventive,3,86,20,0.5,51,79,C17,2026-08-29,74.85,High
M-008968,EN-0095,Engineering,Rail,Track Geometry Deviation,Inspection,4,62,0,3.0,73,56,C19,2026-08-31,57.6,Medium
M-008969,TR-0082,Traction,Feeder,Feeder Inspection Overdue,Overdue,1,75,23,0.5,10,44,C07,2026-08-28,50.1,Medium
M-008970,S&-0001,S&T,Track Circuit,Interlocking Fault,Corrective,4,53,12,1.0,81,65,C06,2026-08-28,66.85,High
M-008971,EN-0129,Engineering,Rail,Rail Wear,Overdue,3,76,0,3.0,62,65,C09,2026-08-25,56.95,Medium
M-008972,S&-0124,S&T,Signal,Signal Failure,Overdue,4,49,11,4.0,76,53,C14,2026-08-25,62.1,High
M-008973,S&-0132,S&T,Track Circuit,Track Circuit Fault,Corrective,3,91,12,2.0,64,60,C17,2026-08-30,70.1,High
M-008974,EN-0011,Engineering,Rail,Sleeper Defect,Inspection,5,52,8,1.5,96,52,C12,2026-08-27,68.6,High
M-008975,S&-0133,S&T,Point Machine,Interlocking Fault,Inspection,5,62,0,3.0,91,62,C13,2026-08-25,66.1,High
M-008976,EN-0055,Engineering,Track,Ballast Defect,Inspection,3,72,0,1.5,42,49,C18,2026-08-28,49.35,Medium
M-008977,EN-0172,Engineering,Ballast,Ballast Defect,Preventive,4,40,0,1.0,84,50,C14,2026-08-31,52.3,Medium
M-008978,TR-0079,Traction,Feeder,Feeder Inspection Overdue,Corrective,2,85,3,2.0,48,65,C07,2026-08-31,55.1,Medium
M-008979,EN-0158,Engineering,Rail,Rail Crack,Preventive,2,52,4,1.0,32,44,C02,2026-08-31,39.6,Low
M-008980,TR-0044,Traction,Feeder,Isolator Defect,Corrective,1,32,14,1.0,11,14,C05,2026-08-26,28.4,Low
M-008981,S&-0011,S&T,Point Machine,Interlocking Fault,Inspection,5,76,0,2.0,84,76,C10,2026-08-25,71.0,High
M-008982,S&-0105,S&T,Interlocking,Track Circuit Fault,Inspection,5,73,1,1.0,78,75,C07,2026-08-31,69.5,High
M-008983,EN-0173,Engineering,Ballast,Track Geometry Deviation,Preventive,1,71,7,4.0,26,34,C09,2026-08-27,40.85,Medium
M-008984,TR-0119,Traction,Isolator,Isolator Defect,Preventive,5,100,0,1.0,93,92,C03,2026-08-27,82.4,Critical
M-008985,S&-0056,S&T,Track Circuit,Signal Failure,Inspection,3,61,18,4.0,32,58,C16,2026-08-28,58.9,Medium
M-008986,EN-0066,Engineering,Sleeper,Track Geometry Deviation,Overdue,4,45,5,2.0,68,55,C15,2026-08-28,55.1,Medium
M-008987,EN-0140,Engineering,Sleeper,Rail Crack,Overdue,3,59,11,2.0,54,57,C01,2026-08-28,57.3,Medium
M-008988,S&-0044,S&T,Signal,Point Machine Degradation,Inspection,1,53,0,3.0,21,42,C02,2026-08-27,30.4,Low
M-008989,TR-0003,Traction,Feeder,Isolator Defect,Preventive,1,56,0,3.0,15,57,C07,2026-08-25,32.35,Low
M-008990,EN-0164,Engineering,Rail,Rail Crack,Preventive,1,28,11,0.5,2,21,C10,2026-08-28,24.2,Low
M-008991,TR-0098,Traction,OHE,Feeder Inspection Overdue,Corrective,4,85,13,3.0,68,75,C05,2026-08-28,76.1,High
M-008992,EN-0167,Engineering,Rail,Rail Crack,Preventive,2,70,12,1.0,46,59,C07,2026-08-30,56.05,Medium
M-008993,S&-0138,S&T,Interlocking,Interlocking Fault,Overdue,2,35,17,2.0,26,27,C02,2026-08-29,40.5,Medium
M-008994,EN-0160,Engineering,Rail,Sleeper Defect,Preventive,4,75,5,1.0,62,76,C19,2026-08-29,66.05,High
M-008995,S&-0005,S&T,Signal,Signal Failure,Overdue,3,71,7,1.5,49,60,C01,2026-08-28,57.35,Medium
M-008996,S&-0107,S&T,Signal,Signal Failure,Corrective,1,79,7,2.0,17,65,C08,2026-08-26,46.1,Medium
M-008997,EN-0115,Engineering,Rail,Rail Wear,Inspection,2,38,17,1.5,34,25,C14,2026-08-29,42.7,Medium
M-008998,S&-0021,S&T,Point Machine,Point Machine Degradation,Inspection,4,70,21,4.0,82,67,C02,2026-08-31,78.45,High
M-008999,TR-0006,Traction,Insulator,Insulator Defect,Inspection,4,23,18,2.0,68,39,C04,2026-08-26,55.85,Medium
M-009000,TR-0004,Traction,Isolator,Insulator Defect,Corrective,5,67,2,3.0,88,68,C17,2026-08-31,69.4,High
M-009001,S&-0035,S&T,Signal,Interlocking Fault,Preventive,3,61,2,3.0,43,51,C07,2026-08-28,48.05,Medium
M-009002,S&-0090,S&T,Signal,Interlocking Fault,Overdue,2,34,10,2.0,37,23,C03,2026-08-25,36.55,Low
M-009003,EN-0162,Engineering,Rail,Rail Crack,Overdue,1,94,7,1.0,14,51,C15,2026-08-31,47.9,Medium
M-009004,EN-0053,Engineering,Track,Sleeper Defect,Overdue,5,60,5,1.5,71,84,C01,2026-08-27,68.55,High
M-009005,TR-0082,Traction,Feeder,OHE Wear,Corrective,4,70,6,0.5,72,51,C07,2026-08-31,63.55,High
M-009006,TR-0012,Traction,Insulator,Insulator Defect,Overdue,5,58,0,1.5,86,69,C10,2026-08-27,64.95,High
M-009007,EN-0095,Engineering,Rail,Rail Wear,Overdue,1,55,0,1.0,11,30,C19,2026-08-25,27.2,Low
M-009008,EN-0071,Engineering,Ballast,Rail Wear,Inspection,4,31,3,1.0,74,30,C19,2026-08-25,46.85,Medium
M-009009,TR-0004,Traction,Isolator,Isolator Defect,Corrective,5,79,6,1.0,78,69,C17,2026-08-30,74.15,High
M-009010,EN-0164,Engineering,Rail,Track Geometry Deviation,Preventive,1,20,1,1.0,31,31,C10,2026-08-27,21.6,Low
M-009011,EN-0003,Engineering,Track,Rail Wear,Inspection,2,38,19,0.5,41,32,C20,2026-08-29,46.65,Medium
M-009012,S&-0089,S&T,Signal,Signal Failure,Overdue,4,73,14,4.0,88,62,C07,2026-08-26,75.3,High
M-009013,TR-0119,Traction,Isolator,Isolator Defect,Inspection,4,79,17,4.0,71,70,C03,2026-08-31,77.15,High
M-009014,S&-0135,S&T,Interlocking,Signal Failure,Inspection,1,58,0,1.5,15,40,C18,2026-08-30,30.4,Low
M-009015,TR-0012,Traction,Insulator,OHE Wear,Overdue,4,53,11,2.0,78,48,C10,2026-08-29,62.95,High
M-009016,EN-0108,Engineering,Rail,Rail Wear,Preventive,1,86,15,4.0,24,59,C09,2026-08-26,54.7,Medium
M-009017,EN-0005,Engineering,Sleeper,Rail Wear,Inspection,1,52,12,1.0,18,29,C10,2026-08-26,36.55,Low
M-009018,EN-0053,Engineering,Track,Track Geometry Deviation,Overdue,2,70,0,1.0,26,58,C01,2026-08-29,42.9,Medium
M-009019,TR-0043,Traction,Feeder,OHE Wear,Inspection,4,69,4,1.0,74,69,C17,2026-08-27,64.85,High
M-009020,EN-0084,Engineering,Track,Rail Wear,Preventive,4,83,3,2.0,83,68,C06,2026-08-25,69.95,High
M-009021,EN-0136,Engineering,Sleeper,Sleeper Defect,Preventive,4,82,17,3.0,72,65,C09,2026-08-28,77.5,High
M-009022,TR-0015,Traction,Insulator,Feeder Inspection Overdue,Preventive,5,50,0,1.5,84,53,C15,2026-08-26,59.75,Medium
M-009023,TR-0007,Traction,Feeder,OHE Wear,Overdue,2,77,13,1.0,22,39,C08,2026-08-28,51.1,Medium
M-009024,EN-0129,Engineering,Rail,Rail Crack,Corrective,1,77,4,3.0,30,67,C09,2026-08-25,46.15,Medium
M-009025,S&-0065,S&T,Signal,Interlocking Fault,Preventive,4,52,3,1.0,61,43,C07,2026-08-29,52.5,Medium
M-009026,TR-0007,Traction,Feeder,Isolator Defect,Overdue,4,67,3,2.0,73,45,C08,2026-08-27,59.7,Medium
M-009027,TR-0005,Traction,Isolator,Isolator Defect,Inspection,5,46,11,3.0,89,70,C03,2026-08-27,70.35,High
M-009028,EN-0020,Engineering,Track,Track Geometry Deviation,Corrective,5,56,14,0.5,88,65,C19,2026-08-25,74.65,High
M-009029,EN-0093,Engineering,Ballast,Rail Crack,Preventive,1,75,23,1.0,19,56,C02,2026-08-27,53.7,Medium
M-009030,EN-0065,Engineering,Track,Sleeper Defect,Inspection,1,54,18,0.5,13,35,C15,2026-08-25,41.55,Medium
M-009031,EN-0042,Engineering,Rail,Ballast Defect,Overdue,3,27,14,1.5,61,47,C09,2026-08-27,49.85,Medium
M-009032,EN-0077,Engineering,Ballast,Rail Wear,Preventive,4,76,1,4.0,68,68,C16,2026-08-31,63.35,High
M-009033,EN-0076,Engineering,Rail,Ballast Defect,Overdue,5,54,5,1.0,95,66,C14,2026-08-26,68.85,High
M-009034,TR-0079,Traction,Feeder,Insulator Defect,Corrective,2,90,0,2.0,37,66,C07,2026-08-26,52.3,Medium
M-009035,S&-0043,S&T,Interlocking,Point Machine Degradation,Preventive,1,40,4,1.0,13,34,C12,2026-08-30,26.7,Low
M-009036,EN-0014,Engineering,Rail,Ballast Defect,Overdue,2,58,3,2.0,54,49,C01,2026-08-26,45.8,Medium
M-009037,S&-0109,S&T,Signal,Interlocking Fault,Inspection,1,40,11,0.5,12,49,C09,2026-08-30,34.0,Low
M-009038,EN-0025,Engineering,Ballast,Sleeper Defect,Preventive,2,78,4,1.5,26,78,C15,2026-08-26,51.3,Medium
M-009039,S&-0057,S&T,Interlocking,Track Circuit Fault,Preventive,3,58,0,4.0,47,50,C04,2026-08-27,46.3,Medium
M-009040,EN-0161,Engineering,Sleeper,Track Geometry Deviation,Corrective,3,81,11,3.0,48,54,C03,2026-08-26,62.25,High
M-009041,EN-0171,Engineering,Rail,Sleeper Defect,Corrective,2,75,8,1.0,27,55,C03,2026-08-31,50.15,Medium
M-009042,EN-0082,Engineering,Rail,Track Geometry Deviation,Corrective,2,46,20,0.5,42,36,C10,2026-08-30,50.6,Medium
M-009043,EN-0101,Engineering,Rail,Ballast Defect,Preventive,3,64,0,0.5,68,63,C01,2026-08-26,54.25,Medium
M-009044,TR-0070,Traction,OHE,Insulator Defect,Inspection,5,100,12,1.0,88,93,C13,2026-08-26,90.55,Critical
M-009045,S&-0074,S&T,Point Machine,Interlocking Fault,Corrective,3,67,16,1.5,43,56,C12,2026-08-31,61.1,High
M-009046,TR-0090,Traction,Feeder,Insulator Defect,Preventive,2,60,9,2.0,41,38,C10,2026-08-29,46.65,Medium
M-009047,TR-0128,Traction,OHE,OHE Wear,Inspection,1,89,6,1.5,26,59,C01,2026-08-26,49.25,Medium
M-009048,S&-0083,S&T,Interlocking,Signal Failure,Corrective,3,94,13,3.0,53,74,C20,2026-08-30,71.65,High
M-009049,EN-0107,Engineering,Ballast,Ballast Defect,Corrective,2,80,0,0.5,46,72,C15,2026-08-31,52.0,Medium
M-009050,EN-0051,Engineering,Sleeper,Ballast Defect,Overdue,1,59,0,3.0,10,41,C11,2026-08-31,29.85,Low
M-009051,S&-0120,S&T,Interlocking,Point Machine Degradation,Overdue,1,66,6,4.0,23,41,C10,2026-08-30,39.05,Low
M-009052,TR-0118,Traction,Feeder,Isolator Defect,Preventive,5,76,7,0.5,87,68,C20,2026-08-25,75.65,High
M-009053,TR-0008,Traction,Insulator,Insulator Defect,Preventive,3,65,19,0.5,52,56,C20,2026-08-25,64.55,High
M-009054,EN-0044,Engineering,Rail,Track Geometry Deviation,Corrective,4,66,1,4.0,69,60,C04,2026-08-30,59.35,Medium
M-009055,EN-0009,Engineering,Track,Track Geometry Deviation,Preventive,3,60,0,4.0,44,48,C03,2026-08-27,46.0,Medium
M-009056,EN-0132,Engineering,Rail,Sleeper Defect,Overdue,3,42,7,4.0,57,39,C16,2026-08-31,47.1,Medium
M-009057,TR-0081,Traction,OHE,Feeder Inspection Overdue,Inspection,4,62,1,3.0,73,52,C06,2026-08-27,57.75,Medium
M-009058,TR-0125,Traction,OHE,OHE Wear,Corrective,5,29,12,0.5,83,57,C07,2026-08-27,62.85,High
M-009059,EN-0107,Engineering,Ballast,Rail Wear,Overdue,3,78,0,2.0,57,60,C15,2026-08-30,55.8,Medium
M-009060,TR-0038,Traction,Feeder,OHE Wear,Overdue,3,26,26,1.5,59,36,C17,2026-08-29,52.0,Medium
M-009061,TR-0112,Traction,Isolator,Insulator Defect,Corrective,2,50,9,1.0,38,33,C02,2026-08-28,42.3,Medium
M-009062,S&-0082,S&T,Signal,Point Machine Degradation,Inspection,1,59,8,4.0,16,40,C13,2026-08-27,36.9,Low
M-009063,EN-0006,Engineering,Sleeper,Ballast Defect,Preventive,5,57,4,1.0,80,68,C16,2026-08-25,66.3,High
M-009064,S&-0056,S&T,Track Circuit,Track Circuit Fault,Preventive,5,64,4,4.0,80,78,C16,2026-08-28,69.9,High
M-009065,TR-0053,Traction,Isolator,OHE Wear,Corrective,2,58,10,1.0,36,50,C12,2026-08-27,47.6,Medium
M-009066,TR-0119,Traction,Isolator,OHE Wear,Preventive,3,100,17,3.0,53,81,C03,2026-08-27,77.5,High
M-009067,TR-0026,Traction,Insulator,OHE Wear,Corrective,3,61,3,2.0,49,57,C18,2026-08-31,50.9,Medium
M-009068,TR-0025,Traction,Feeder,Insulator Defect,Overdue,1,91,0,1.0,27,62,C12,2026-08-28,46.0,Medium
M-009069,TR-0078,Traction,Insulator,OHE Wear,Overdue,4,61,21,1.0,79,57,C13,2026-08-25,73.65,High
M-009070,S&-0107,S&T,Signal,Point Machine Degradation,Preventive,1,69,14,4.0,6,46,C08,2026-08-26,43.3,Medium
M-009071,EN-0095,Engineering,Rail,Sleeper Defect,Inspection,3,52,8,1.0,48,53,C19,2026-08-26,51.15,Medium
M-009072,EN-0039,Engineering,Sleeper,Ballast Defect,Inspection,4,58,10,1.5,85,57,C19,2026-08-29,66.45,High
M-009073,TR-0063,Traction,Insulator,OHE Wear,Inspection,3,80,1,2.0,58,75,C09,2026-08-26,59.6,Medium
M-009074,EN-0065,Engineering,Track,Ballast Defect,Overdue,5,56,2,1.5,97,68,C15,2026-08-29,67.9,High
M-009075,EN-0154,Engineering,Rail,Track Geometry Deviation,Overdue,5,30,0,1.5,95,46,C17,2026-08-28,54.9,Medium
M-009076,TR-0086,Traction,Isolator,OHE Wear,Preventive,1,36,9,4.0,22,22,C06,2026-08-31,29.25,Low
M-009077,EN-0122,Engineering,Rail,Sleeper Defect,Preventive,1,90,3,1.5,17,49,C15,2026-08-30,44.0,Medium
M-009078,S&-0015,S&T,Interlocking,Interlocking Fault,Corrective,4,62,7,1.0,70,61,C04,2026-08-29,63.0,High
M-009079,TR-0114,Traction,Isolator,Insulator Defect,Inspection,3,92,3,3.0,59,72,C01,2026-08-28,64.45,High
M-009080,TR-0082,Traction,Feeder,Isolator Defect,Overdue,5,79,4,1.5,96,65,C07,2026-08-28,75.65,High
M-009081,EN-0165,Engineering,Track,Rail Crack,Inspection,5,34,6,2.0,88,59,C19,2026-08-25,61.15,High
M-009082,EN-0047,Engineering,Rail,Rail Wear,Overdue,4,57,13,1.5,77,44,C18,2026-08-30,64.85,High
M-009083,S&-0057,S&T,Interlocking,Interlocking Fault,Preventive,4,66,0,2.0,66,60,C04,2026-08-28,58.0,Medium
M-009084,TR-0093,Traction,Insulator,OHE Wear,Corrective,3,90,10,4.0,58,55,C08,2026-08-27,66.35,High
M-009085,TR-0107,Traction,Insulator,Isolator Defect,Preventive,5,93,16,2.0,81,99,C16,2026-08-27,90.95,Critical
M-009086,TR-0057,Traction,Feeder,OHE Wear,Preventive,4,67,30,4.0,79,60,C10,2026-08-31,75.9,High
M-009087,EN-0127,Engineering,Rail,Rail Crack,Overdue,2,80,7,3.0,60,47,C07,2026-08-26,56.3,Medium
M-009088,TR-0001,Traction,OHE,Isolator Defect,Preventive,4,75,0,1.5,83,82,C03,2026-08-29,67.4,High
M-009089,S&-0049,S&T,Signal,Signal Failure,Preventive,3,67,9,1.5,48,64,C01,2026-08-29,58.05,Medium
M-009090,EN-0137,Engineering,Ballast,Ballast Defect,Overdue,1,26,7,4.0,9,34,C02,2026-08-25,23.95,Low
M-009091,TR-0030,Traction,Insulator,Feeder Inspection Overdue,Overdue,2,69,14,1.5,45,43,C10,2026-08-29,54.65,Medium
M-009092,TR-0074,Traction,Insulator,Isolator Defect,Corrective,4,66,0,1.5,81,58,C14,2026-08-26,60.7,High
M-009093,EN-0173,Engineering,Ballast,Rail Wear,Inspection,3,82,14,0.5,49,72,C09,2026-08-29,67.7,High
M-009094,TR-0078,Traction,Insulator,Insulator Defect,Inspection,1,53,3,0.5,1,46,C13,2026-08-26,29.25,Low
M-009095,EN-0154,Engineering,Rail,Track Geometry Deviation,Preventive,3,26,9,2.0,69,41,C17,2026-08-30,46.5,Medium
M-009096,TR-0093,Traction,Insulator,Isolator Defect,Inspection,4,61,10,3.0,72,76,C08,2026-08-31,67.6,High
M-009097,S&-0063,S&T,Track Circuit,Track Circuit Fault,Corrective,5,51,0,0.5,91,58,C11,2026-08-25,62.2,High
M-009098,EN-0100,Engineering,Track,Rail Wear,Preventive,3,66,10,0.5,48,47,C01,2026-08-28,55.95,Medium
M-009099,EN-0115,Engineering,Rail,Rail Crack,Preventive,5,37,6,4.0,90,60,C14,2026-08-29,62.6,High
M-009100,S&-0104,S&T,Point Machine,Point Machine Degradation,Corrective,4,72,0,4.0,83,64,C09,2026-08-29,63.8,High
M-009101,TR-0108,Traction,Isolator,Isolator Defect,Overdue,5,90,2,3.0,100,94,C10,2026-08-28,82.6,Critical
